,City,Population,Population Change,Poverty Rate,Median Age,Median Household Income,Median Household Income Change,Number Employees,Number Employees Change,Median Property Value,Median Property Value Change,Average Male Salary,Average Female Salary,Gender Salary Ratio M2F,Gini 2018,Gini Change,Patient to Clinician Ratio,Foreign Born Population Ratio,Citizens Percentage,Total Degrees,Degrees Ratio M2F,Degrees per Capita,Households,People Per House,Homeownership,Commute Time
0,"Los Angeles, CA",13300000.0,-0.467,15.8,37.1,72563.0,3.67,6620000.0,0.499,650300.0,5.38,78575.0,62298.0,1.2612764454717647,0.499,0.40241448692152954,1281.0,33.2,84.7,247648.0,0.7242080345331755,0.01862015037593985,4350000.0,3.057471264367816,48.2,29.4
1,"Dallas, TX",7540000.0,1.89,13.3,35.1,69445.0,3.06,3820000.0,2.89,238800.0,11.1,67436.0,48835.0,1.3808948500051192,0.479,0.0,1670.0,17.4,88.2,84389.0,0.6769802472079806,0.011192175066312997,2620000.0,2.877862595419847,59.1,26.8
2,"Washington, DC",6250000.0,0.555,8.28,37.1,102180.0,2.52,3370000.0,0.729,433200.0,2.03,77546.0,58156.0,1.3334135772749158,0.48,0.6289308176100635,1316.0,22.2,89.5,102309.0,0.8648426962196055,0.01636944,2230000.0,2.802690582959641,63.5,32.8
3,"Philadelphia, PA",6100000.0,0.00413,13.1,38.8,70747.0,3.17,3020000.0,1.64,256400.0,2.19,69779.0,52119.0,1.3388399623937528,0.469,-0.6355932203389837,1232.0,10.5,95.0,100077.0,0.7237120859815016,0.01640606557377049,2290000.0,2.663755458515284,66.6,28.8
4,"Riverside, CA",4620000.0,0.91,16.8,34.8,65671.0,5.93,2020000.0,3.81,360300.0,5.26,78575.0,62298.0,1.2612764454717647,0.499,0.40241448692152954,1281.0,20.9,89.9,44650.0,0.6734755069150332,0.009664502164502164,1370000.0,3.372262773722628,64.6,31.1
5,"Seattle, WA",3940000.0,1.87,10.4,37.0,87910.0,7.03,2080000.0,3.17,487400.0,10.8,79555.0,58794.0,1.353114263360207,0.469,0.6437768240343233,1202.0,17.2,90.4,56794.0,0.7704969137726791,0.014414720812182742,1530000.0,2.5751633986928106,59.8,29.5
6,"Minneapolis, MN",3630000.0,0.794,9.36,37.3,79578.0,3.54,1990000.0,0.687,270600.0,6.2,72786.0,56167.0,1.2958854843591432,0.462,-1.282051282051283,1111.0,10.2,95.1,68442.0,0.5465021691973969,0.018854545454545454,1390000.0,2.6115107913669067,70.0,24.0
7,"Tampa, FL",3140000.0,1.66,14.6,42.3,54912.0,5.17,1460000.0,2.49,210000.0,9.83,62257.0,46612.0,1.3356431820132155,0.474,0.21141649048625813,1376.0,12.7,93.4,50865.0,0.5489676594189659,0.01619904458598726,1230000.0,2.5528455284552845,64.7,25.6
8,"Orlando, FL",2570000.0,2.52,15.4,37.3,58610.0,6.39,1270000.0,3.23,242500.0,10.7,62257.0,46612.0,1.3356431820132155,0.474,0.21141649048625813,1376.0,16.5,91.3,54969.0,0.8335223482321548,0.021388715953307394,877000.0,2.9304446978335235,61.0,27.6
9,"San Antonio, TX",2520000.0,1.78,15.2,34.9,57379.0,1.07,1160000.0,1.95,182000.0,7.0,67436.0,48835.0,1.3808948500051192,0.479,0.0,1670.0,11.3,92.9,33143.0,0.7392422334172963,0.013151984126984127,824000.0,3.058252427184466,62.3,25.3
10,"Portland, OR",2480000.0,1.12,12.3,38.4,75599.0,5.1,1290000.0,1.72,397500.0,5.72,66934.0,52914.0,1.264958234115735,0.466,1.5250544662309382,1070.0,12.3,93.5,33864.0,0.588963963963964,0.01365483870967742,955000.0,2.5968586387434556,62.4,24.8
11,"San Jose, CA",2000000.0,0.0322,8.67,37.1,124696.0,6.15,1050000.0,0.38,1090000.0,13.9,78575.0,62298.0,1.2612764454717647,0.499,0.40241448692152954,1281.0,37.6,82.1,28604.0,0.8691759785662941,0.014302,664000.0,3.0120481927710845,55.7,28.3
12,"Nashville, TN",1930000.0,1.46,12.8,36.5,65919.0,3.1,1010000.0,0.648,261900.0,7.82,60607.0,44237.0,1.3700522187309265,0.464,-0.4291845493562235,1382.0,7.54,95.1,25700.0,0.7113937537457549,0.013316062176165802,731000.0,2.640218878248974,65.6,26.4
13,"Virginia Beach, VA",1730000.0,0.274,12.2,36.3,65604.0,2.1,797858.0,-0.14,254700.0,3.58,77546.0,58156.0,1.3334135772749158,0.48,0.6289308176100635,1316.0,6.41,96.9,27828.0,0.652199726889509,0.016085549132947977,654000.0,2.6452599388379205,60.6,23.9
14,"Milwaukee, WI",1580000.0,-0.0078,14.5,37.9,60643.0,2.01,796045.0,0.679,222100.0,3.88,64874.0,47745.0,1.3587600795894859,0.441,-2.433628318584073,1247.0,7.1,95.9,21450.0,0.67761614265603,0.013575949367088608,634000.0,2.4921135646687698,60.4,21.9
15,"Hartford, CT",1210000.0,-0.327,10.1,40.5,77258.0,8.18,620747.0,1.48,249800.0,0.766,91981.0,65608.0,1.401978417266187,0.505,1.4056224899598406,1180.0,13.2,94.4,23458.0,0.8003069838833461,0.019386776859504132,471000.0,2.5690021231422504,67.2,23.1
16,"Birmingham, AL",1150000.0,0.173,15.7,39.1,56409.0,6.22,515590.0,0.027,169400.0,4.96,61079.0,43050.0,1.4187921022067365,0.461,0.43572984749455373,1535.0,3.91,97.7,12276.0,0.6133526087527927,0.010674782608695652,436000.0,2.6376146788990824,69.3,25.7
17,"Grand Rapids, MI",1070000.0,0.972,12.4,36.1,63344.0,3.34,548456.0,0.785,189500.0,8.35,66961.0,48599.0,1.377826704253174,0.472,-0.21141649048625813,1254.0,6.51,96.5,14782.0,0.6659528907922913,0.013814953271028038,397000.0,2.695214105793451,74.0,21.2
18,"Bridgeport, CT",943823.0,-0.642,8.76,40.8,91079.0,-0.13,480867.0,0.233,435000.0,2.14,91981.0,65608.0,1.401978417266187,0.505,1.4056224899598406,1180.0,21.7,89.0,11266.0,0.7979572294924993,0.011936560138924353,346000.0,2.7278121387283236,65.7,29.7
19,"Albany, NY",883169.0,-0.341,11.0,39.9,71301.0,3.81,449443.0,0.377,217200.0,0.37,81735.0,63914.0,1.2788277998560567,0.493,-0.8048289738430591,1202.0,7.63,96.8,25562.0,0.8248143917761279,0.028943497790343636,354000.0,2.4948276836158194,63.4,21.9
20,"Allentown, PA",842913.0,0.281,11.1,41.3,65929.0,3.1,413215.0,-0.212,218900.0,2.58,69779.0,52119.0,1.3388399623937528,0.469,-0.6355932203389837,1232.0,8.62,95.8,9864.0,0.671014738268677,0.011702275323787864,321000.0,2.625897196261682,69.2,26.3
21,"Clayton, AL",744949.0,2.79,12.5,35.2,93481.0,7.67,451954.0,3.77,758200.0,12.6,79555.0,58794.0,1.3531142633602071,0.469,0.6437768240343233,843.0,17.1,89.7,24036.0,0.7707381759245616,0.0322652960135526,338000.0,2.203991124260355,44.7,26.2
22,"Little Rock, AR",741357.0,0.444,15.1,37.3,52102.0,-2.01,347884.0,0.325,156600.0,0.902,56889.0,41929.0,1.3567936273223784,0.452,2.7272727272727297,1522.0,4.08,97.4,9963.0,0.5088596092685143,0.013438869532492443,284000.0,2.610411971830986,65.1,22.7
23,"Provo, UT",632705.0,2.43,11.8,25.0,75344.0,7.33,294699.0,3.91,330100.0,11.3,67571.0,44917.0,1.5043524723378676,0.477,-0.6250000000000006,1742.0,6.79,96.2,15763.0,1.037879767291532,0.024913664345943214,174000.0,3.636235632183908,69.7,20.9
24,"Augusta, GA",605903.0,0.883,18.1,37.4,52696.0,4.37,267471.0,7.61,154000.0,6.94,67446.0,48879.0,1.3798563800405081,0.475,-0.835073068893529,1519.0,4.48,97.7,5666.0,0.6490104772991852,0.009351331813838189,214000.0,2.831322429906542,67.4,23.7
25,"Florala, AL",592002.0,-0.565,27.4,31.5,42087.0,7.64,276819.0,1.75,126300.0,3.27,64874.0,47745.0,1.358760079589486,0.441,-2.433628318584073,1382.0,9.75,93.8,14861.0,0.7330612244897959,0.02510295573325766,231000.0,2.5627792207792206,41.8,20.8
26,"Fayetteville, AR",553795.0,3.41,14.3,34.2,57911.0,3.34,269028.0,4.72,173600.0,0.289,56889.0,41929.0,1.3567936273223784,0.452,2.7272727272727297,1522.0,10.4,93.0,8697.0,0.825566750629723,0.015704367139464964,205000.0,2.7014390243902437,61.5,19.7
27,"Youngstown, OH",538952.0,-0.549,16.7,44.2,47476.0,4.61,240260.0,-0.13,114700.0,4.46,65155.0,48520.0,1.342848309975268,0.46,0.656455142231948,1307.0,1.98,99.5,4904.0,0.7910883856829802,0.009099140554260862,227000.0,2.374237885462555,69.8,20.8
28,"Nashville, AR",446527.0,-0.362,15.4,34.0,77472.0,8.95,210598.0,-3.97,629400.0,10.9,78575.0,62298.0,1.2612764454717647,0.499,0.40241448692152954,1281.0,22.7,84.8,14373.0,0.7613970588235294,0.03218842309647569,146000.0,3.0584041095890413,52.4,20.4
29,"Lineville, AL",425395.0,0.727,20.7,32.2,63590.0,4.61,243648.0,-1.4,269500.0,7.63,72786.0,56167.0,1.2958854843591432,0.462,-1.282051282051283,846.0,15.5,91.5,40160.0,0.4821375848833776,0.09440637525123707,175000.0,2.430828571428572,47.7,22.3
30,"Manchester, NH",415247.0,1.35,8.56,41.1,78978.0,0.265,228593.0,1.22,283500.0,1.83,76607.0,54410.0,1.4079580959382467,0.466,1.7467248908296957,1098.0,9.24,96.1,3063.0,0.5911688311688311,0.00737633264057296,162000.0,2.563253086419753,66.1,26.9
31,"Beaumont, TX",410233.0,-0.269,17.1,37.3,50378.0,1.01,170341.0,-1.17,123000.0,12.9,67436.0,48835.0,1.3808948500051192,0.479,0.0,1670.0,8.22,94.6,6801.0,0.5998588567395907,0.016578383504008698,145000.0,2.829193103448276,65.8,21.5
32,"Fayetteville, NC",387094.0,0.11199999999999999,18.7,31.9,46679.0,4.29,148082.0,1.09,138700.0,0.434,62551.0,47552.0,1.3154231157469718,0.47,-0.6342494714587744,1417.0,6.03,96.6,6698.0,0.8320568927789934,0.01730329067358316,147000.0,2.6332925170068027,53.3,21.7
33,"Huntington, WV",352823.0,-1.02,18.8,41.5,45535.0,12.0,139278.0,2.39,124100.0,4.64,58198.0,40275.0,1.4450155183116078,0.451,0.6696428571428578,1273.0,0.96,99.3,6813.0,1.0276785714285714,0.019309965620155148,137000.0,2.5753503649635037,72.9,23.9
34,"Lexington, KY",323780.0,0.566,18.6,34.9,54896.0,-2.21,172255.0,1.5,193300.0,0.104,58924.0,44811.0,1.3149449911852,0.454,-1.0893246187363843,802.0,8.91,93.2,11597.0,0.8332279481504901,0.03581753042189141,131000.0,2.4716030534351145,55.8,20.0
35,"Utica, NY",291410.0,-0.736,16.2,41.6,55286.0,5.88,131057.0,0.685,129800.0,10.0,81735.0,63914.0,1.2788277998560567,0.493,-0.8048289738430591,1202.0,6.5,97.7,4465.0,0.7427790788446527,0.015322054836827838,113000.0,2.578849557522124,67.3,19.9
36,"Bremerton, WA",269805.0,1.27,9.88,39.2,76945.0,5.37,121117.0,3.2,363400.0,11.4,79555.0,58794.0,1.353114263360207,0.469,0.6437768240343233,1202.0,6.29,97.7,2442.0,1.0730050933786077,0.0090509812642464,105000.0,2.5695714285714284,69.9,28.3
37,"Norwich, CT",266784.0,-0.836,9.93,42.4,67197.0,-6.65,132998.0,2.11,238400.0,-0.418,91981.0,65608.0,1.401978417266187,0.505,1.4056224899598406,1180.0,8.38,95.5,1605.0,0.6841552990556139,0.0060161029147175245,108000.0,2.470222222222222,66.1,21.9
38,"Winston, NC",240193.0,0.721,23.3,35.3,42219.0,3.23,105926.0,1.29,142200.0,-0.14,59982.0,44729.0,1.3410091886695432,0.473,0.4246284501061575,920.0,9.81,93.3,6114.0,0.6144705571692632,0.025454530315204855,94100.0,2.552529224229543,54.5,19.6
39,"Burlington, VT",216751.0,0.311,10.4,37.7,65476.0,2.1,119685.0,0.52,261700.0,1.71,58726.0,48020.0,1.222948771345273,0.442,-0.2257336343115126,889.0,7.31,96.6,5378.0,0.8286297177830669,0.024811880914044227,86500.0,2.505791907514451,66.1,21.2
40,"Oshkosh, WI",169540.0,0.0313,12.2,38.0,55128.0,3.04,87905.0,0.987,147300.0,2.08,61348.0,46291.0,1.3252684107061847,0.453,0.22123893805309752,1247.0,3.46,98.4,2566.0,0.6406649616368286,0.015135071369588297,69800.0,2.428939828080229,64.5,17.6
41,"Burlington, NC",157844.0,0.941,17.6,39.7,44281.0,2.48,73906.0,1.87,145500.0,1.39,59982.0,44729.0,1.3410091886695432,0.473,0.4246284501061575,1417.0,8.2,94.3,3637.0,0.672953081876725,0.0230417374116216,63000.0,2.5054603174603174,65.4,22.9
42,"Albany, GA",153776.0,-0.6809999999999999,25.7,36.6,40612.0,5.01,60804.0,-0.507,111700.0,3.14,62744.0,46261.0,1.3563044465100191,0.478,0.20964360587002115,1519.0,2.47,98.7,3828.0,0.5740131578947368,0.02489335136822391,57600.0,2.6697222222222217,54.6,19.9
43,"Portland, ME",66715.0,0.099,18.3,36.0,51430.0,6.57,38265.0,1.4,261100.0,5.28,58075.0,44792.0,1.296548490801929,0.447,-0.6666666666666673,616.0,13.4,93.6,1947.0,0.5855048859934854,0.0291838417147568,30200.0,2.2091059602649006,44.0,18.0
44,"Culver City, CA",45237.0,-0.262,12.6,45.9,52050.0,5.14,20287.0,0.855,156100.0,0.45,69210.0,52870.0,1.3090599583885,0.467,0.21459227467811176,1111.0,1.01,99.7,306.0,0.7386363636363636,0.006764374295377677,19400.0,2.3318041237113403,80.4,21.7
45,"Beaumont, CA",43641.0,3.44,11.8,35.0,71664.0,4.82,18264.0,4.52,275200.0,9.86,72235.0,57252.0,1.26170264794243,0.5,0.0,2380.0,17.6,93.2,57.0,0.1176470588235294,0.0013061112256822713,13200.0,3.306136363636364,74.1,31.9
46,"Burlington, IA",25330.0,-0.635,19.2,41.4,42907.0,6.26,12237.0,3.7,90100.0,3.33,58922.0,44006.0,1.3389537790301322,0.44299999999999995,-0.4494382022471914,1335.0,1.9,98.7,0.0,1.0,,10900.0,2.3238532110091743,67.4,14.4
47,"Lexington, NC",18916.0,-0.9059999999999999,31.0,34.6,29199.0,6.42,6132.0,-0.42200000000000004,102800.0,0.982,59982.0,44729.0,1.3410091886695432,0.473,0.4246284501061575,3920.0,10.3,92.1,0.0,1.0,,7070.0,2.6755304101838755,37.2,24.2
48,"Augusta, ME",18626.0,-0.348,21.0,44.8,40181.0,-0.922,8789.0,3.72,142600.0,2.66,58075.0,44792.0,1.296548490801929,0.447,-0.6666666666666673,784.0,4.27,97.4,873.0,0.29910714285714285,0.046869966713196605,8540.0,2.181030444964871,52.8,16.7
49,"Huntington, IN",17214.0,-0.727,16.9,35.7,42302.0,8.44,8349.0,1.2,78400.0,1.42,59508.0,42677.0,1.394381048339855,0.456,-0.2188183807439827,1665.0,2.36,98.5,335.0,0.8820224719101124,0.019460903915417684,6650.0,2.5885714285714285,64.8,17.0
50,"Burlington, KY",16776.0,2.62,10.4,33.8,73304.0,14.1,8532.0,2.11,165000.0,1.41,56557.0,41451.0,1.3644302911871848,0.457,0.43956043956044,1502.0,3.71,98.7,0.0,1.0,,5790.0,2.8974093264248704,69.3,22.8
51,"Dallas, OR",15413.0,1.57,15.1,42.1,54534.0,6.2,6831.0,9.84,189300.0,5.52,61970.0,48053.0,1.289617713774374,0.469,-0.4246284501061575,1654.0,2.71,99.1,0.0,1.0,,5990.0,2.5731218697829714,64.3,24.7
52,"Hartford, WI",14552.0,1.41,9.61,38.2,55438.0,0.488,7678.0,2.99,173800.0,-0.344,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1736.0,2.62,99.3,0.0,1.0,,5880.0,2.4748299319727893,65.8,24.5
53,"Washington, PA",13624.0,-0.504,21.0,36.8,35858.0,-1.79,6356.0,0.41100000000000003,95900.0,0.9470000000000001,67039.0,49502.0,1.3542685144034583,0.469,0.0,1318.0,2.46,98.8,298.0,0.9102564102564102,0.021873165002935995,5570.0,2.4459605026929983,46.1,18.3
54,"Dallas, GA",12760.0,1.09,15.1,31.7,48920.0,-3.69,5860.0,7.76,134400.0,3.86,62744.0,46261.0,1.3563044465100191,0.478,0.20964360587002115,6090.0,6.36,97.9,0.0,1.0,,4570.0,2.7921225382932167,43.6,33.2
55,"Washington, IN",11999.0,0.486,18.4,37.0,36411.0,-1.44,5171.0,-0.996,82200.0,-3.18,59508.0,42677.0,1.394381048339855,0.456,-0.2188183807439827,2057.0,5.31,94.9,0.0,1.0,,4670.0,2.569379014989293,62.8,19.5
56,"Burlington, WI",10652.0,0.7659999999999999,9.57,40.6,56055.0,4.07,5624.0,1.3,170900.0,0.293,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,2144.0,2.68,98.9,0.0,1.0,,4500.0,2.367111111111111,58.9,25.2
57,"Manchester, TN",10430.0,0.414,14.7,35.3,48280.0,3.62,4744.0,-0.273,112100.0,-3.36,57961.0,42201.0,1.3734508660932203,0.466,0.2150537634408604,1428.0,5.49,95.2,21.0,0.0,0.0020134228187919465,4000.0,2.6075,49.1,20.3
58,"Lexington, NE",10097.0,0.0694,16.0,30.3,49881.0,11.3,5163.0,0.252,89300.0,6.82,58849.0,42865.0,1.3728916365333022,0.446,-0.22371364653243864,1837.0,36.2,82.5,0.0,1.0,,3370.0,2.996142433234421,60.2,13.2
59,"Washington, NC",9721.0,-1.43,24.2,41.6,31967.0,-6.6,3456.0,-4.71,144100.0,-0.27699999999999997,59982.0,44729.0,1.3410091886695432,0.473,0.4246284501061575,2072.0,3.75,98.7,0.0,1.0,,3890.0,2.4989717223650385,47.2,17.2
60,"Bridgeport, WV",8382.0,0.215,2.69,44.4,82359.0,2.36,4333.0,2.51,206800.0,3.92,55526.0,39552.0,1.4038733818770226,0.444,0.0,870.0,2.52,98.9,83.0,0.1527777777777778,0.009902171319494156,3450.0,2.4295652173913043,82.6,16.6
61,"Lexington, TN",7731.0,-0.8340000000000001,26.9,37.9,38468.0,-19.4,2999.0,-5.18,101500.0,-9.54,57961.0,42201.0,1.3734508660932203,0.466,0.2150537634408604,2802.0,2.54,97.6,27.0,0.038461538461538464,0.003492433061699651,3070.0,2.518241042345277,56.3,26.7
62,"Washington, IA",7358.0,-0.136,13.8,43.5,45509.0,2.35,3652.0,-0.7879999999999999,110000.0,6.9,58922.0,44006.0,1.3389537790301322,0.44299999999999995,-0.4494382022471914,1390.0,5.08,98.0,0.0,1.0,,3130.0,2.3507987220447286,61.7,16.3
63,"Philadelphia, MS",7334.0,-0.878,24.5,35.5,35833.0,13.9,2886.0,-2.83,92200.0,0.655,52323.0,36636.0,1.4281853914182772,0.442,-0.8968609865470859,1841.0,2.52,98.3,0.0,1.0,,2760.0,2.657246376811594,58.6,22.7
64,"Fayetteville, TN",6976.0,-0.81,30.9,40.6,31223.0,-1.2,2702.0,3.37,101700.0,4.95,57961.0,42201.0,1.3734508660932203,0.466,0.2150537634408604,1875.0,2.58,97.5,27.0,0.038461538461538464,0.0038704128440366975,3120.0,2.235897435897436,44.7,20.4
65,"Norwich, NY",6890.0,-1.28,24.2,34.8,40614.0,-3.97,2915.0,1.78,86100.0,-0.5770000000000001,76804.0,59246.0,1.2963575600040511,0.499,0.4024144869215296,2714.0,2.18,98.6,0.0,1.0,,2820.0,2.4432624113475176,46.1,15.3
66,"Portland, IN",6068.0,-2.52,19.9,35.5,35919.0,1.49,2557.0,-7.96,70900.0,2.31,59508.0,42677.0,1.394381048339855,0.456,-0.2188183807439827,3520.0,3.54,97.7,0.0,1.0,,2600.0,2.3338461538461543,60.0,11.0
67,"Nashville, NC",5473.0,-0.8690000000000001,10.8,50.2,49656.0,8.76,2671.0,-1.0,126400.0,3.61,59982.0,44729.0,1.3410091886695432,0.473,0.4246284501061575,1677.0,0.621,99.8,0.0,1.0,,2440.0,2.2430327868852458,67.8,20.6
68,"Manchester, IA",5047.0,-0.708,15.5,43.4,52089.0,2.55,2627.0,1.7,107900.0,5.06,58922.0,44006.0,1.3389537790301322,0.44299999999999995,-0.4494382022471914,1582.0,0.27699999999999997,99.8,0.0,1.0,,2130.0,2.3694835680751174,75.1,16.6
69,"Nashville, GA",4826.0,-1.41,30.4,38.5,31746.0,17.1,1514.0,4.2,82900.0,2.73,62744.0,46261.0,1.3563044465100191,0.478,0.20964360587002115,6321.0,0.932,99.3,0.0,1.0,,1990.0,2.4251256281407034,55.6,19.8
70,"Manchester, MD",4825.0,0.22899999999999998,5.85,37.2,93125.0,-1.03,2472.0,-0.282,279900.0,-0.249,77536.0,61332.0,1.2642013956825149,0.461,0.4357298474945537,2020.0,2.01,99.7,0.0,1.0,,1640.0,2.942073170731707,80.3,35.0
71,"Lexington, MO",4580.0,-0.866,12.2,45.8,43279.0,10.5,2136.0,2.5,108700.0,14.3,59788.0,43527.0,1.3735842120982378,0.462,0.0,3270.0,2.23,99.8,28.0,0.07692307692307693,0.006113537117903929,2020.0,2.267326732673267,64.5,24.7
72,"Washington, GA",3970.0,-0.601,30.2,46.0,27051.0,-7.8,1406.0,-0.495,83700.0,-5.32,62744.0,46261.0,1.3563044465100191,0.478,0.20964360587002115,1973.0,1.23,99.8,0.0,1.0,,1730.0,2.2947976878612715,59.7,20.9
73,"Fayetteville, PA",3179.0,12.8,11.7,47.2,48536.0,7.2,1455.0,8.83,144900.0,2.04,67039.0,49502.0,1.3542685144034583,0.469,0.0,1506.0,2.89,99.6,0.0,1.0,,1360.0,2.3375,68.6,21.7
74,"Nashville, IL",3070.0,-2.97,12.4,40.9,51094.0,8.86,1527.0,0.593,108700.0,-1.63,71579.0,52403.0,1.365933248096483,0.483,0.41580041580041616,4757.0,1.3,99.8,0.0,1.0,,1260.0,2.4365079365079363,69.7,14.0
75,"Hartford, KY",2710.0,-0.805,21.9,38.1,36538.0,7.98,1067.0,8.77,80600.0,1.51,56557.0,41451.0,1.3644302911871848,0.457,0.43956043956044,4036.0,0.517,99.5,0.0,1.0,,1020.0,2.656862745098039,62.7,15.7
76,"Burlington, KS",2590.0,-0.804,14.5,41.0,51111.0,13.9,1230.0,4.06,95100.0,0.316,60808.0,43397.0,1.4012028481231422,0.46,-0.4329004329004333,1048.0,1.85,98.8,0.0,1.0,,1120.0,2.3125,65.1,17.0
77,"Albany, MO",2157.0,-0.873,16.8,37.5,37500.0,-2.62,960.0,-3.03,70300.0,-0.706,59788.0,43527.0,1.3735842120982378,0.462,0.0,2231.0,1.11,99.4,0.0,1.0,,856.0,2.5198598130841123,68.0,17.3
78,"Manchester, MI",2138.0,-5.31,13.1,42.7,53068.0,10.0,963.0,-5.4,145500.0,0.6920000000000001,63869.0,46762.0,1.3658312304862923,0.47600000000000003,-0.20964360587002115,563.0,1.54,99.2,0.0,1.0,,957.0,2.234064785788924,71.1,26.5
79,"Lexington, MS",2127.0,-0.281,44.8,35.2,30167.0,-0.109,593.0,-0.336,58300.0,3.19,52323.0,36636.0,1.4281853914182772,0.442,-0.8968609865470859,2292.0,1.18,98.8,0.0,1.0,,712.0,2.9873595505617976,68.3,22.7
80,"Youngstown, NY",1894.0,1.72,4.17,47.6,60781.0,2.37,893.0,1.71,152900.0,13.1,76804.0,59246.0,1.2963575600040511,0.499,0.4024144869215296,2262.0,4.17,98.7,0.0,1.0,,773.0,2.45019404915912,77.7,23.6
81,"Minneapolis, KS",1787.0,-6.98,10.4,42.1,47134.0,-3.22,848.0,-7.52,88900.0,11.7,60808.0,43397.0,1.4012028481231422,0.46,-0.4329004329004333,2988.0,0.11199999999999999,100.0,0.0,1.0,,764.0,2.339005235602094,74.0,17.3
82,"Bridgeport, NE",1747.0,6.52,3.83,40.3,45357.0,3.98,910.0,6.93,83900.0,2.19,58849.0,42865.0,1.3728916365333022,0.446,-0.22371364653243864,4854.0,8.7,93.0,0.0,1.0,,730.0,2.393150684931507,66.2,14.2
83,"Augusta, WI",1590.0,1.66,12.6,35.7,49853.0,14.5,704.0,12.5,101100.0,1.81,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,779.0,0.629,99.6,0.0,1.0,,618.0,2.5728155339805827,61.8,25.6
84,"Manchester, KY",1491.0,-0.134,34.0,43.1,30273.0,45.1,457.0,-1.72,81500.0,2.0,56557.0,41451.0,1.3644302911871848,0.457,0.43956043956044,2627.0,1.07,99.4,0.0,1.0,,635.0,2.3480314960629918,55.7,21.7
85,"Lexington, TX",1330.0,12.2,13.9,40.7,44773.0,8.75,639.0,22.4,115600.0,6.64,64953.0,45959.0,1.4132814029896212,0.48200000000000004,0.0,3380.0,2.03,98.0,0.0,1.0,,510.0,2.607843137254902,63.1,28.3
86,"Washington, KS",1116.0,-2.19,12.2,42.3,45521.0,-5.16,560.0,0.539,70900.0,1.29,60808.0,43397.0,1.4012028481231422,0.46,-0.4329004329004333,1866.0,0.7170000000000001,99.3,0.0,1.0,,489.0,2.282208588957056,72.4,15.2
87,"Lexington, MI",992.0,-3.78,14.2,61.2,32434.0,9.78,387.0,3.75,112300.0,7.46,63869.0,46762.0,1.3658312304862923,0.47600000000000003,-0.20964360587002115,3770.0,3.43,98.5,0.0,1.0,,611.0,1.623567921440262,73.6,21.9
88,"Augusta, MI",902.0,-1.31,16.1,37.9,48875.0,2.51,479.0,0.8420000000000001,86300.0,7.2,63869.0,46762.0,1.3658312304862923,0.47600000000000003,-0.20964360587002115,1021.0,1.22,100.0,0.0,1.0,,349.0,2.5845272206303727,72.8,21.3
89,"Oshkosh, NE",772.0,-4.22,12.0,50.9,35000.0,-15.2,283.0,-8.71,64000.0,-6.98,58849.0,42865.0,1.3728916365333022,0.446,-0.22371364653243864,0.0,4.53,95.5,0.0,1.0,,358.0,2.156424581005586,86.3,15.2
90,"Huntington, MA",665.0,5.56,13.8,42.3,52778.0,-19.0,373.0,6.57,168100.0,-2.38,84043.0,62850.0,1.3371996817820206,0.485,0.0,717.0,3.31,99.2,0.0,1.0,,298.0,2.2315436241610738,64.1,31.9
91,"Bridgeport, CA",629.0,-29.3,0.16399999999999998,54.6,48267.0,-3.03,347.0,-7.96,212200.0,-0.141,72235.0,57252.0,1.26170264794243,0.5,0.0,1987.0,18.3,87.6,0.0,1.0,,219.0,2.8721461187214614,81.3,5.84
92,"Norwich, KS",485.0,-9.68,12.7,31.4,54688.0,-1.32,215.0,-8.12,71500.0,-8.92,60808.0,43397.0,1.4012028481231422,0.46,-0.4329004329004333,7687.0,0.41200000000000003,100.0,0.0,1.0,,170.0,2.8529411764705883,78.8,26.7
93,"Portland, AR",485.0,11.8,19.6,54.6,35667.0,-0.0756,196.0,12.0,68300.0,1.04,53721.0,38953.0,1.3791235591610402,0.45299999999999996,0.0,2977.0,1.24,98.8,0.0,1.0,,242.0,2.0041322314049586,80.6,21.2
94,"Huntington, OR",324.0,3.18,17.0,54.3,42656.0,2.89,91.0,-6.19,77000.0,5.91,61970.0,48053.0,1.289617713774374,0.469,-0.4246284501061575,1231.0,4.63,95.4,0.0,1.0,,161.0,2.0124223602484466,80.1,15.8
95,"Lexington, GA",223.0,-10.4,27.3,51.1,33125.0,13.9,95.0,-8.65,144200.0,-1.1,62744.0,46261.0,1.3563044465100191,0.478,0.20964360587002115,14871.0,0.44799999999999995,100.0,0.0,1.0,,91.0,2.4505494505494507,59.3,25.3
96,"Riverside, OR",164.0,7.89,11.6,40.6,74583.0,-7.25,88.0,6.02,155000.0,3.33,61970.0,48053.0,1.289617713774374,0.469,-0.4246284501061575,1962.0,3.66,98.2,0.0,1.0,,61.0,2.6885245901639343,91.8,12.1
97,"Alabaster, AL",32567.0,0.9229999999999999,11.1,37.0,74383.0,1.44,15674.0,-0.716,167800.0,0.902,58549.0,40615.0,1.4415609996306784,0.46,0.4366812227074239,1166.0,6.13,94.9,3.0,0.0,9.211778794485216e-05,10800.0,3.015462962962963,82.7,28.7
