,City,Population,Population Change,Poverty Rate,Median Age,Median Household Income,Median Household Income Change,Number Employees,Number Employees Change,Median Property Value,Median Property Value Change,Average Male Salary,Average Female Salary,Gender Salary Ratio M2F,Gini 2018,Gini Change,Patient to Clinician Ratio,Foreign Born Population Ratio,Citizens Percentage,Total Degrees,Degrees Ratio M2F,Degrees per Capita,Households,People Per House,Homeownership,Commute Time
3774,"Port Wing, WI",172.0,30.3,6.4,60.7,45469.0,20.4,97.0,31.1,99000.0,-8.59,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,2995.0,3.49,97.7,0.0,1.0,,87.0,1.9770114942528736,95.4,29.0
3775,"Portage, WI",10321.0,0.644,15.0,38.2,45684.0,0.648,5000.0,1.26,118900.0,-0.335,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1957.0,3.16,98.7,0.0,1.0,,4210.0,2.451543942992874,53.0,23.2
3776,"Prairie du Chien, WI",5715.0,-0.97,16.8,46.3,41042.0,4.02,2379.0,2.63,118100.0,0.34,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1171.0,0.21,100.0,0.0,1.0,,2420.0,2.3615702479338845,63.7,14.3
3777,"Prairie du Sac, WI",4248.0,0.711,5.67,38.8,60538.0,8.02,2391.0,1.92,200700.0,0.501,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,979.0,3.51,97.7,0.0,1.0,,1780.0,2.386516853932584,67.5,20.7
3778,"Prentice, WI",619.0,2.15,25.0,43.2,43024.0,25.0,315.0,12.9,85000.0,1.07,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,2729.0,0.9690000000000001,100.0,0.0,1.0,,326.0,1.8987730061349688,72.1,19.3
3779,"Reedsburg, WI",9480.0,-0.368,14.5,35.0,47059.0,-8.41,4918.0,-1.86,132600.0,3.43,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,979.0,2.55,99.2,0.0,1.0,,3660.0,2.5901639344262297,59.2,17.9
3780,"Rhinelander, WI",7501.0,-0.675,12.6,40.8,39981.0,11.9,3756.0,6.13,92300.0,6.21,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,847.0,1.17,99.3,0.0,1.0,,3180.0,2.3588050314465407,64.2,12.7
3781,"Rice Lake, WI",8302.0,-0.491,15.1,38.8,42205.0,11.8,4236.0,5.58,120000.0,6.67,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,949.0,1.81,99.0,0.0,1.0,,3920.0,2.117857142857143,52.6,14.8
3782,"Richland Center, WI",5053.0,-0.45299999999999996,13.6,38.0,40609.0,3.21,2301.0,-2.99,101000.0,3.8,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1590.0,2.93,98.4,0.0,1.0,,2280.0,2.2162280701754384,56.5,16.9
3783,"Ridgeland, WI",279.0,9.41,24.0,38.7,38750.0,-20.5,135.0,-6.9,91200.0,-1.83,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1648.0,2.15,97.8,0.0,1.0,,126.0,2.2142857142857144,71.4,24.9
3784,"Ripon, WI",7738.0,0.337,8.47,43.8,52240.0,12.4,4339.0,5.67,118800.0,3.21,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1821.0,4.33,96.9,226.0,0.7936507936507936,0.029206513310933057,3350.0,2.3098507462686566,60.0,17.3
3785,"River Falls, WI",15256.0,0.6859999999999999,16.2,25.8,54350.0,3.33,8757.0,1.74,177500.0,1.66,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,2405.0,1.7,98.6,1505.0,0.5563598759048604,0.09864971158888307,5360.0,2.8462686567164184,50.0,20.0
3786,"Rock Springs, WI",322.0,-16.4,20.2,33.0,54375.0,16.0,162.0,-14.7,119700.0,0.758,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,979.0,0.311,99.7,0.0,1.0,,113.0,2.8495575221238933,72.6,21.8
3787,"Rosholt, WI",491.0,17.5,16.8,35.6,39063.0,4.17,200.0,10.5,104500.0,-2.7,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1637.0,2.65,98.0,0.0,1.0,,201.0,2.4427860696517407,60.7,31.5
3788,"Sauk City, WI",3460.0,-0.20199999999999999,8.95,41.2,62500.0,14.1,1846.0,1.82,188100.0,2.56,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,979.0,4.19,96.7,0.0,1.0,,1370.0,2.5255474452554743,62.2,23.0
3789,"Shawano, WI",9052.0,-0.8540000000000001,14.6,38.8,41834.0,0.885,4252.0,-1.78,101200.0,-0.978,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1796.0,1.98,98.8,0.0,1.0,,4020.0,2.2517412935323384,54.8,19.2
3790,"Sheldon, WI",258.0,11.7,29.5,35.0,38750.0,14.1,114.0,21.3,75900.0,-0.784,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1569.0,4.26,95.7,0.0,1.0,,110.0,2.345454545454545,73.6,17.9
3791,"Sister Bay, WI",712.0,0.282,9.47,64.3,39667.0,1.77,265.0,9.96,245300.0,4.29,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1252.0,3.23,98.5,0.0,1.0,,378.0,1.8835978835978835,66.9,11.2
3792,"South Milwaukee, WI",21185.0,-0.0566,16.3,40.5,51484.0,-1.78,10481.0,-2.82,156400.0,1.36,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1382.0,5.41,96.6,0.0,1.0,,8630.0,2.4548088064889915,60.3,21.9
3793,"Sparta, WI",9621.0,-0.39299999999999996,17.4,38.8,52871.0,5.46,4485.0,-1.3,115300.0,4.63,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1627.0,1.64,99.2,0.0,1.0,,4310.0,2.2322505800464043,60.9,17.6
3794,"Spooner, WI",2593.0,-1.18,19.3,40.5,37361.0,-1.41,1102.0,2.04,106100.0,9.38,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1111.0,1.77,99.5,0.0,1.0,,1260.0,2.057936507936508,56.2,15.6
3795,"Spring Green, WI",1659.0,-0.18100000000000002,10.7,44.0,61101.0,4.25,863.0,4.86,170100.0,7.39,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,979.0,2.71,98.0,0.0,1.0,,683.0,2.4289897510980967,67.9,21.5
3796,"Stanley, WI",3629.0,0.221,16.9,39.6,38000.0,5.64,987.0,3.68,93300.0,2.3,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1222.0,2.45,97.7,0.0,1.0,,924.0,3.9274891774891776,55.8,22.3
3797,"Stevens Point, WI",26526.0,-0.7040000000000001,23.1,26.8,44333.0,5.7,14801.0,1.66,129200.0,4.7,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1637.0,3.9,97.9,2172.0,0.7348242811501597,0.08188192716579959,10400.0,2.5505769230769237,49.1,15.5
3798,"Stone Lake, WI",181.0,-5.73,1.1,27.3,49091.0,6.91,106.0,27.7,140600.0,-3.76,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1111.0,1.1,98.9,0.0,1.0,,82.0,2.207317073170732,59.8,17.0
3799,"Stoughton, WI",13058.0,0.13,8.59,39.5,63333.0,3.84,6991.0,-0.441,191200.0,4.82,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,793.0,1.91,99.2,0.0,1.0,,5100.0,2.560392156862745,68.3,23.6
3800,"Sturgeon Bay, WI",8917.0,-0.9990000000000001,10.6,42.4,51332.0,6.11,4585.0,6.75,138300.0,1.32,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1252.0,2.73,98.1,0.0,1.0,,4470.0,1.9948545861297542,62.6,14.5
3801,"Superior, WI",26473.0,-0.7609999999999999,18.0,37.0,43836.0,6.84,13494.0,1.56,117400.0,1.21,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,5450.0,2.26,98.7,582.0,0.7477477477477478,0.021984663619536885,11600.0,2.282155172413793,54.8,16.7
3802,"Tomahawk, WI",3225.0,-1.38,14.4,44.7,39194.0,4.89,1441.0,4.12,124700.0,-2.04,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1473.0,0.40299999999999997,99.8,0.0,1.0,,1460.0,2.208904109589041,64.5,19.5
3803,"Trempealeau, WI",1849.0,3.47,2.97,38.1,53413.0,2.38,896.0,-1.43,150500.0,2.66,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,2686.0,0.649,99.8,0.0,1.0,,825.0,2.2412121212121208,66.3,28.5
3804,"Two Rivers, WI",11305.0,-0.912,12.3,46.0,41430.0,1.82,5501.0,2.19,91000.0,-4.71,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1995.0,1.57,99.4,0.0,1.0,,5190.0,2.178227360308285,67.0,20.3
3805,"Union Grove, WI",4924.0,0.551,18.3,37.7,64935.0,3.11,2708.0,2.46,173100.0,-6.63,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,2144.0,2.19,99.2,17.0,1.4285714285714286,0.0034524776604386675,1830.0,2.6907103825136613,58.8,20.5
3806,"Viroqua, WI",4363.0,-0.479,14.0,48.1,40078.0,-0.125,2029.0,1.96,117100.0,3.45,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1130.0,2.31,99.9,0.0,1.0,,2050.0,2.1282926829268294,62.7,15.1
3807,"Waterloo, WI",3345.0,0.12,8.72,37.8,74045.0,0.613,1891.0,5.06,140700.0,1.37,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,2416.0,8.76,95.5,0.0,1.0,,1390.0,2.4064748201438846,73.0,22.8
3808,"Watertown, WI",23730.0,-0.62,12.2,37.2,46094.0,-0.5760000000000001,12218.0,0.18899999999999997,146900.0,0.136,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,2416.0,3.44,97.6,208.0,0.8571428571428571,0.00876527602191319,9460.0,2.5084566596194504,58.9,22.4
3809,"Waukesha, WI",72173.0,0.218,10.6,35.3,61380.0,2.53,40123.0,1.14,194800.0,1.25,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,714.0,7.26,95.6,833.0,0.4717314487632509,0.011541712274673354,29100.0,2.480171821305842,58.6,21.6
3810,"Waupaca, WI",5942.0,-1.39,7.72,40.8,46932.0,3.3,3033.0,2.26,104300.0,0.579,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1732.0,0.976,99.5,0.0,1.0,,2690.0,2.208921933085502,53.0,15.9
3811,"West Allis, WI",60546.0,0.00496,13.4,38.0,47669.0,2.46,32636.0,1.54,139800.0,-0.285,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1382.0,6.41,96.4,0.0,1.0,,27600.0,2.193695652173913,52.7,21.6
3812,"West Bend, WI",31656.0,-0.0158,7.96,38.7,55962.0,-0.0732,16849.0,1.46,165300.0,0.9159999999999999,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1736.0,2.6,98.6,0.0,1.0,,13500.0,2.3448888888888892,64.8,23.4
3813,"Whitewater, WI",14762.0,-0.526,40.2,21.5,31827.0,2.89,8121.0,4.0,164400.0,2.69,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,2507.0,5.3,96.8,2828.0,0.9369863013698628,0.191572957593822,4610.0,3.2021691973969637,33.5,17.1
3814,"Winter, WI",276.0,-2.13,22.8,55.6,34063.0,6.45,114.0,4.59,65000.0,0.775,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,963.0,3.62,97.8,0.0,1.0,,155.0,1.780645161290323,61.9,22.8
3815,"Wisconsin Dells, WI",2681.0,1.9,14.4,41.5,46442.0,6.7,1377.0,-1.08,156200.0,-2.5,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1957.0,6.45,97.4,0.0,1.0,,1150.0,2.331304347826087,60.1,17.6
3816,"Wisconsin Rapids, WI",17905.0,-0.456,17.0,40.6,38322.0,7.12,7708.0,-5.09,86800.0,2.6,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,592.0,2.86,98.1,0.0,1.0,,8240.0,2.1729368932038837,58.3,19.6
3817,"Wittenberg, WI",1036.0,-4.95,20.8,41.6,46442.0,7.91,504.0,-0.198,89100.0,-5.11,61348.0,46291.0,1.3252684107061847,0.45299999999999996,0.22123893805309752,1796.0,5.69,98.0,0.0,1.0,,449.0,2.3073496659242756,51.7,21.4
3818,"Afton, WY",2407.0,27.5,8.69,34.5,52730.0,5.02,1100.0,25.0,202600.0,9.4,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1560.0,3.49,97.2,0.0,1.0,,861.0,2.7955865272938443,62.6,19.2
3819,"Albin, WY",183.0,5.17,54.1,34.1,43125.0,16.9,67.0,-6.94,85600.0,74.7,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1428.0,20.8,79.2,0.0,1.0,,59.0,3.101694915254237,62.7,18.7
3820,"Baggs, WY",397.0,-5.02,6.58,30.7,58281.0,1.87,196.0,-9.26,145800.0,20.1,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,3112.0,17.6,82.4,0.0,1.0,,151.0,2.6291390728476816,60.9,10.3
3821,"Basin, WY",1574.0,1.48,10.0,48.6,49821.0,-2.58,579.0,-11.5,132500.0,-6.29,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,6011.0,0.826,99.7,0.0,1.0,,479.0,3.2860125260960333,76.0,15.3
3822,"Buffalo, WY",4606.0,-0.281,14.6,45.2,50090.0,-0.012,2167.0,-5.86,226600.0,0.846,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,780.0,1.35,100.0,0.0,1.0,,2140.0,2.1523364485981307,67.4,21.5
3823,"Chugwater, WY",268.0,-1.11,6.34,51.7,48750.0,-11.9,98.0,-3.92,88300.0,-7.05,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2203.0,0.373,99.6,0.0,1.0,,123.0,2.178861788617886,78.9,22.9
3824,"Cody, WY",9826.0,0.511,7.72,41.5,56356.0,-0.535,5228.0,-1.32,214500.0,3.17,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,835.0,2.47,99.0,0.0,1.0,,4030.0000000000014,2.4382133995037214,65.3,11.9
3825,"Cokeville, WY",661.0,19.1,2.87,39.3,85167.0,9.89,290.0,18.4,167300.0,-2.51,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1560.0,0.7559999999999999,99.2,0.0,1.0,,202.0,3.2722772277227716,83.7,20.0
3826,"Deaver, WY",173.0,-2.26,9.25,35.3,49479.0,6.98,76.0,1.33,77900.0,-5.58,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,6011.0,0.578,99.4,0.0,1.0,,65.0,2.6615384615384614,78.5,16.7
3827,"Douglas, WY",6465.0,-0.201,6.98,41.7,58577.0,-9.81,3152.0,-8.51,185900.0,-1.43,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1780.0,2.75,98.5,0.0,1.0,,2730.0,2.368131868131868,75.1,19.7
3828,"Dubois, WY",768.0,-5.42,6.64,57.0,41146.0,11.2,455.0,-0.871,169100.0,0.775,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1152.0,1.17,99.6,0.0,1.0,,435.0,1.7655172413793103,58.2,12.1
3829,"Encampment, WY",511.0,7.58,24.9,54.9,37083.0,-9.65,235.0,6.82,198600.0,-2.12,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,3112.0,0.5870000000000001,100.0,0.0,1.0,,242.0,2.1115702479338845,78.9,29.1
3830,"Evanston, WY",12054.0,-1.03,19.3,35.0,49536.0,9.32,5676.0,6.65,167700.0,-1.41,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2314.0,4.73,96.7,0.0,1.0,,4630.0,2.6034557235421167,65.0,16.1
3831,"Fort Laramie, WY",238.0,11.2,16.8,54.1,38750.0,1.64,99.0,23.8,86700.0,2.0,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1487.0,0.42,100.0,0.0,1.0,,106.0,2.2452830188679247,90.6,26.9
3832,"Gillette, WY",31783.0,-0.78,11.6,30.9,74348.0,-2.15,16346.0,-1.4,203900.0,-1.78,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2591.0,3.69,97.5,0.0,1.0,,11400.0,2.7879824561403512,66.3,18.1
3833,"Glenrock, WY",2671.0,2.45,11.8,35.2,55188.0,-8.42,1254.0,1.37,185100.0,8.63,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1780.0,1.5,99.3,0.0,1.0,,1070.0,2.4962616822429906,60.4,26.8
3834,"Green River, WY",12396.0,-1.42,12.3,36.7,73225.0,3.91,6220.0,-1.83,210500.0,8.84,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2975.0,4.2,97.1,0.0,1.0,,4430.0,2.7981941309255083,76.1,22.5
3835,"Greybull, WY",1876.0,-4.72,11.1,32.0,41563.0,-2.96,802.0,-5.54,104600.0,5.23,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,6011.0,4.85,95.6,0.0,1.0,,684.0,2.742690058479532,69.9,13.1
3836,"Hulett, WY",340.0,-12.1,11.5,41.8,48182.0,-0.848,174.0,-16.7,166400.0,6.46,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2481.0,0.882,100.0,0.0,1.0,,146.0,2.3287671232876708,63.7,11.8
3837,"Jackson, WY",10413.0,1.3,8.27,32.1,75406.0,6.93,6879.0,-0.391,524400.0,-8.55,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,826.0,15.7,86.2,0.0,1.0,,3800.0,2.7402631578947365,37.1,12.3
3838,"Kaycee, WY",233.0,8.37,2.15,39.1,61250.0,8.89,105.0,1.94,111300.0,-1.07,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,780.0,1.29,100.0,0.0,1.0,,88.0,2.647727272727273,67.0,23.7
3839,"Kemmerer, WY",2730.0,0.738,6.17,38.6,63750.0,1.2,1404.0,-4.03,170200.0,-2.07,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1560.0,2.42,99.6,0.0,1.0,,1080.0,2.5277777777777777,76.4,12.0
3840,"La Barge, WY",395.0,2.33,14.7,28.7,44063.0,-28.5,165.0,-14.1,116700.0,1.66,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1560.0,3.04,98.5,0.0,1.0,,145.0,2.7241379310344827,55.2,22.4
3841,"Lander, WY",7683.0,-0.7879999999999999,13.3,41.4,53438.0,1.79,3680.0,2.62,201800.0,1.31,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1152.0,1.52,99.7,0.0,1.0,,3130.0,2.454632587859425,66.5,14.0
3842,"Laramie, WY",32104.0,0.0249,26.0,25.6,43191.0,7.33,17946.0,0.894,210600.0,1.89,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1309.0,7.45,94.7,3669.0,1.07757644394111,0.1142848243209569,13500.0,2.3780740740740742,43.5,11.6
3843,"Lingle, WY",705.0,2.77,7.52,36.5,54712.0,-2.73,390.0,5.41,150300.0,1.35,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1487.0,1.42,100.0,0.0,1.0,,237.0,2.9746835443037973,78.9,18.3
3844,"Lovell, WY",2622.0,11.7,14.9,35.6,43906.0,7.35,1049.0,9.38,143500.0,22.1,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,6011.0,4.27,97.7,0.0,1.0,,909.0,2.8844884488448845,58.7,15.8
3845,"Lusk, WY",1783.0,-0.7240000000000001,16.2,33.6,38550.0,-0.516,754.0,2.72,118300.0,-2.63,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2542.0,0.449,100.0,0.0,1.0,,631.0,2.8256735340729,63.1,14.9
3846,"Meeteetse, WY",302.0,-10.7,3.31,54.4,49167.0,8.98,181.0,1.69,128600.0,30.3,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,835.0,1.99,98.7,0.0,1.0,,160.0,1.8875,66.3,21.9
3847,"Mountain View, WY",1173.0,-12.0,14.9,30.5,58214.0,3.08,446.0,-20.2,170900.0,1.0,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2314.0,1.62,99.1,0.0,1.0,,406.0,2.8891625615763545,67.7,25.3
3848,"Newcastle, WY",3480.0,-0.657,14.2,38.6,53171.0,15.8,1536.0,6.22,141000.0,9.3,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1808.0,4.68,98.2,0.0,1.0,,1480.0,2.3513513513513518,73.1,20.5
3849,"Pinedale, WY",2003.0,-2.01,7.97,35.0,78194.0,5.84,889.0,-14.0,239500.0,0.8420000000000001,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1414.0,15.2,97.5,0.0,1.0,,607.0,3.299835255354201,56.0,9.37
3850,"Powell, WY",6412.0,0.25,12.4,33.0,50872.0,8.31,3352.0,1.64,179000.0,1.7,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,835.0,1.12,99.2,354.0,0.9344262295081968,0.05520898315658141,2510.0,2.5545816733067728,68.2,19.7
3851,"Ranchester, WY",1112.0,21.0,10.4,35.0,62656.0,10.3,462.0,23.9,215100.0,12.0,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1429.0,0.45,100.0,0.0,1.0,,384.0,2.895833333333333,77.3,16.9
3852,"Rawlins, WY",9112.0,-0.0219,13.8,33.9,60550.0,5.55,4269.0,-1.11,153800.0,4.55,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,3112.0,8.65,93.6,0.0,1.0,,3380.0,2.695857988165681,68.9,12.6
3853,"Riverton, WY",11113.0,0.625,13.3,37.7,51102.0,2.16,5450.0,3.26,154600.0,-3.56,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1152.0,1.77,98.7,299.0,0.8571428571428571,0.026905426077566814,4410.0,2.5199546485260766,64.6,13.9
3854,"Rock River, WY",128.0,-36.0,4.69,60.0,27917.0,-19.8,31.0,-58.7,63900.0,-21.5,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1309.0,4.69,95.3,0.0,1.0,,63.0,2.031746031746032,87.3,27.0
3855,"Rock Springs, WY",23820.0,-0.613,11.8,32.5,74542.0,4.92,12086.0,-0.281,209200.0,2.65,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2975.0,4.76,96.9,592.0,0.8048780487804879,0.02485306465155332,8750.0,2.7222857142857144,73.2,18.7
3856,"Saratoga, WY",1686.0,-7.87,9.81,45.9,73476.0,25.5,979.0,-1.71,171100.0,2.82,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,3112.0,2.37,98.4,0.0,1.0,,728.0,2.3159340659340657,82.4,19.9
3857,"Sheridan, WY",17816.0,-0.28,7.85,38.0,52666.0,7.91,8523.0,0.507,211500.0,3.52,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1429.0,2.74,99.0,795.0,0.9343065693430656,0.04462281095644365,7900.0,2.2551898734177214,61.5,12.3
3858,"Shoshoni, WY",508.0,-6.96,18.1,50.3,35000.0,-17.9,215.0,-17.9,96400.0,5.59,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1152.0,2.76,97.2,0.0,1.0,,250.0,2.032,63.6,22.9
3859,"Sundance, WY",1464.0,11.8,5.35,39.3,60662.0,2.86,620.0,-0.48200000000000004,197000.0,4.29,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2481.0,0.205,100.0,0.0,1.0,,585.0,2.5025641025641026,77.6,19.6
3860,"Ten Sleep, WY",210.0,7.69,5.71,62.1,63281.0,15.5,87.0,26.1,116400.0,0.518,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2776.0,0.47600000000000003,99.5,0.0,1.0,,123.0,1.7073170731707317,69.1,21.1
3861,"Thermopolis, WY",2935.0,0.583,12.2,48.7,50417.0,10.4,1452.0,5.75,140400.0,2.26,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1185.0,0.6809999999999999,100.0,0.0,1.0,,1380.0,2.1268115942028984,77.7,16.2
3862,"Torrington, WY",6723.0,-0.5329999999999999,16.5,35.5,42202.0,0.579,2991.0,-1.9,137900.0,1.17,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1487.0,1.44,98.6,202.0,0.7876106194690266,0.030046110367395507,2540.0,2.6468503937007872,66.9,14.4
3863,"Upton, WY",903.0,-16.5,17.6,45.0,48125.0,-21.4,454.0,-28.3,136000.0,2.64,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,1808.0,0.332,100.0,0.0,1.0,,463.0,1.9503239740820733,60.7,21.4
3864,"Wheatland, WY",3617.0,-0.44,4.81,44.3,46924.0,22.8,1862.0,15.1,166200.0,-0.6579999999999999,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2203.0,3.29,97.0,0.0,1.0,,1560.0,2.3185897435897442,69.4,12.9
3865,"Worland, WY",5310.0,-1.36,16.7,38.2,49191.0,23.3,2420.0,1.21,137800.0,14.0,62351.0,41789.0,1.4920433606930052,0.44,-0.4524886877828058,2776.0,3.07,98.0,0.0,1.0,,2210.0,2.4027149321266967,71.9,12.7
3866,"Merced, CA",274765.0,0.767,23.3,31.4,57745.0,21.0,111737.0,7.77,261100.0,2.92,78575.0,62298.0,1.2612764454717649,0.499,0.4024144869215296,1281.0,25.6,82.8,3216.0,0.654320987654321,0.011704547522428256,79500.0,3.4561635220125786,53.1,28.4
3867,"Redding, CA",178919.0,-0.172,18.1,41.8,47258.0,3.68,72195.0,1.86,233500.0,4.47,72235.0,57252.0,1.26170264794243,0.5,0.0,1281.0,5.28,97.3,1686.0,0.5453712190650779,0.009423258569520284,70500.0,2.5378581560283693,62.6,18.7
3868,"Salinas, CA",435594.0,-0.528,14.7,34.7,70681.0,-0.8320000000000001,190707.0,-0.201,563000.0,8.86,78575.0,62298.0,1.2612764454717649,0.499,0.4024144869215296,1281.0,29.5,78.0,7553.0,1.1168721973094171,0.017339540948681568,126000.0,3.457095238095238,51.3,22.8
3869,"Stockton-Lodi, CA",752660.0,0.971,17.1,34.5,64119.0,4.83,326352.0,3.87,366000.0,4.81,78575.0,62298.0,1.2612764454717649,0.499,0.4024144869215296,1281.0,22.6,87.6,7405.0,0.6090830073880922,0.009838439667313265,232000.0,3.2442241379310346,54.5,35.9
3870,"Boulder, CO",326078.0,1.11,13.1,36.6,83755.0,3.61,178279.0,0.6629999999999999,554100.0,9.77,71627.0,54774.0,1.3076824770876694,0.46,-2.3354564755838547,1243.0,10.6,94.5,8837.0,1.0719812426729192,0.027100877704107604,128000.0,2.547484375,62.6,20.7
3871,"Colorado Springs, CO",738939.0,2.08,11.0,34.8,67430.0,2.8,350192.0,5.55,290100.0,5.84,71627.0,54774.0,1.3076824770876694,0.46,-2.3354564755838547,1243.0,6.51,96.6,15063.0,0.8209622823984526,0.020384632561009773,272000.0,2.7166875,66.2,22.1
